25/06/2024 11:10,25/06/2024 11:11,25/06/2024 11:11,25/06/2024 11:11,25/06/2024 11:11,25/06/2024 11:12,25/06/2024 11:12,25/06/2024 11:12,25/06/2024 11:12,25/06/2024 11:12,25/06/2024 11:12,25/06/2024 11:14,25/06/2024 11:14,25/06/2024 11:14,25/06/2024 11:14,25/06/2024 11:14,25/06/2024 11:14,25/06/2024 11:15,25/06/2024 11:15,25/06/2024 11:15,25/06/2024 11:15,25/06/2024 11:15,25/06/2024 11:15,26/06/2024 10:35
AW-1-O-1-T-D2,,AW-1-O-1-M-D2,,AW-1-O-1-L-D2,,AW-1-O-2-T-D2,,AW-1-O-2-M-D2,,AW-1-O-2-L-D2,,AW-1-O-3-T-D2,,AW-1-O-3-M-D2,,AW-1-O-3-L-D2,,AW-1-O-4-T-D2,,AW-1-O-4-M-D2,,AW-1-O-4-L-D2,
12° 41.7906' N  36° 18.8176' E,12° 41.7906' N  36° 18.8176' E,12° 41.7906' N  36° 18.8176' E,12° 41.7906' N  36° 18.8176' E,12° 41.7906' N  36° 18.8176' E,12° 41.7906' N  36° 18.8176' E,12° 41.7906' N  36° 18.8176' E,12° 41.7906' N  36° 18.8176' E,12° 41.7906' N  36° 18.8176' E,12° 41.7906' N  36° 18.8176' E,12° 41.7906' N  36° 18.8176' E,12° 41.7810' N  36° 18.8122' E,12° 41.7810' N  36° 18.8122' E,12° 41.7810' N  36° 18.8122' E,12° 41.7810' N  36° 18.8122' E,12° 41.7810' N  36° 18.8122' E,12° 41.7810' N  36° 18.8122' E,12° 41.7790' N  36° 18.8127' E,12° 41.7790' N  36° 18.8127' E,12° 41.7790' N  36° 18.8127' E,12° 41.7790' N  36° 18.8127' E,12° 41.7790' N  36° 18.8127' E,12° 41.7790' N  36° 18.8127' E,12° 40.5058' N  36° 16.8475' E
Transmitance,Dark,Transmitance,Dark,Transmitance,Dark,Transmitance,Dark,Transmitance,Dark,Transmitance,Dark,Transmitance,Dark,Transmitance,Dark,Transmitance,Dark,Transmitance,Dark,Transmitance,Dark,Transmitance,Dark
4.05E+03,3.99E+03,4.07E+03,3.95E+03,4.05E+03,3.97E+03,4.05E+03,3.94E+03,4.03E+03,3.97E+03,4.05E+03,4.00E+03,4.07E+03,3.92E+03,4.02E+03,3.97E+03,4.04E+03,3.98E+03,4.07E+03,3.98E+03,4.04E+03,3.95E+03,4.01E+03,4.60E+03
4.03E+03,3.96E+03,4.03E+03,3.93E+03,4.04E+03,3.95E+03,4.08E+03,3.97E+03,4.03E+03,3.95E+03,4.05E+03,3.94E+03,4.04E+03,3.93E+03,4.01E+03,3.94E+03,4.02E+03,3.95E+03,4.08E+03,3.92E+03,4.00E+03,3.93E+03,4.01E+03,4.58E+03
3.97E+03,3.91E+03,4.02E+03,3.87E+03,4.00E+03,3.89E+03,3.97E+03,3.90E+03,4.03E+03,3.92E+03,3.97E+03,3.88E+03,3.98E+03,3.85E+03,3.97E+03,3.87E+03,3.99E+03,3.90E+03,3.99E+03,3.90E+03,3.97E+03,3.89E+03,3.97E+03,4.58E+03
4.02E+03,3.90E+03,4.00E+03,3.87E+03,3.98E+03,3.86E+03,3.98E+03,3.91E+03,4.00E+03,3.89E+03,3.99E+03,3.91E+03,4.02E+03,3.88E+03,3.99E+03,3.86E+03,3.98E+03,3.90E+03,4.00E+03,3.90E+03,3.96E+03,3.89E+03,3.96E+03,4.62E+03
4.01E+03,3.89E+03,4.02E+03,3.85E+03,3.98E+03,3.84E+03,3.98E+03,3.88E+03,4.00E+03,3.90E+03,3.98E+03,3.87E+03,3.97E+03,3.86E+03,3.98E+03,3.89E+03,3.98E+03,3.93E+03,4.02E+03,3.89E+03,4.00E+03,3.84E+03,3.95E+03,4.65E+03
4.00E+03,3.91E+03,4.01E+03,3.87E+03,3.98E+03,3.88E+03,4.01E+03,3.88E+03,4.04E+03,3.92E+03,3.99E+03,3.87E+03,4.01E+03,3.87E+03,4.02E+03,3.89E+03,3.97E+03,3.90E+03,4.00E+03,3.86E+03,3.98E+03,3.87E+03,3.98E+03,4.68E+03
4.00E+03,3.89E+03,4.00E+03,3.86E+03,4.00E+03,3.86E+03,4.00E+03,3.90E+03,4.01E+03,3.90E+03,4.00E+03,3.89E+03,3.98E+03,3.86E+03,3.98E+03,3.85E+03,3.99E+03,3.89E+03,4.02E+03,3.88E+03,3.99E+03,3.85E+03,3.97E+03,4.68E+03
4.00E+03,3.89E+03,3.98E+03,3.86E+03,4.00E+03,3.88E+03,4.06E+03,3.88E+03,4.02E+03,3.90E+03,4.00E+03,3.90E+03,4.00E+03,3.86E+03,4.02E+03,3.85E+03,4.00E+03,3.91E+03,4.01E+03,3.86E+03,4.00E+03,3.87E+03,3.97E+03,4.70E+03
4.01E+03,3.88E+03,4.02E+03,3.85E+03,4.00E+03,3.86E+03,4.03E+03,3.89E+03,4.05E+03,3.90E+03,3.98E+03,3.91E+03,4.03E+03,3.86E+03,4.01E+03,3.82E+03,3.98E+03,3.90E+03,4.03E+03,3.90E+03,4.02E+03,3.87E+03,3.99E+03,4.71E+03
4.03E+03,3.91E+03,4.03E+03,3.87E+03,4.01E+03,3.84E+03,4.00E+03,3.87E+03,4.04E+03,3.88E+03,3.98E+03,3.88E+03,4.02E+03,3.86E+03,3.98E+03,3.87E+03,4.01E+03,3.92E+03,4.02E+03,3.90E+03,3.98E+03,3.87E+03,4.00E+03,4.75E+03
4.05E+03,3.88E+03,4.04E+03,3.86E+03,4.01E+03,3.84E+03,4.01E+03,3.87E+03,4.03E+03,3.87E+03,4.01E+03,3.89E+03,4.05E+03,3.85E+03,3.98E+03,3.84E+03,4.01E+03,3.92E+03,4.02E+03,3.87E+03,4.00E+03,3.87E+03,3.97E+03,4.72E+03
4.02E+03,3.88E+03,4.02E+03,3.85E+03,4.03E+03,3.85E+03,4.05E+03,3.88E+03,4.03E+03,3.85E+03,3.98E+03,3.85E+03,4.02E+03,3.86E+03,4.01E+03,3.89E+03,3.99E+03,3.88E+03,4.04E+03,3.88E+03,3.97E+03,3.87E+03,3.99E+03,4.75E+03
4.04E+03,3.89E+03,4.05E+03,3.86E+03,4.01E+03,3.84E+03,4.01E+03,3.87E+03,4.04E+03,3.88E+03,4.00E+03,3.88E+03,4.05E+03,3.86E+03,3.99E+03,3.84E+03,4.01E+03,3.90E+03,4.06E+03,3.89E+03,3.99E+03,3.88E+03,3.99E+03,4.75E+03
4.04E+03,3.88E+03,4.00E+03,3.84E+03,4.00E+03,3.86E+03,4.02E+03,3.89E+03,4.05E+03,3.90E+03,3.98E+03,3.86E+03,4.02E+03,3.82E+03,4.01E+03,3.86E+03,3.99E+03,3.89E+03,4.04E+03,3.89E+03,3.99E+03,3.85E+03,3.97E+03,4.77E+03
4.07E+03,3.86E+03,4.04E+03,3.88E+03,4.03E+03,3.84E+03,4.04E+03,3.90E+03,4.03E+03,3.88E+03,4.05E+03,3.86E+03,4.06E+03,3.84E+03,4.02E+03,3.88E+03,4.04E+03,3.90E+03,4.09E+03,3.89E+03,4.05E+03,3.87E+03,4.02E+03,4.82E+03
4.07E+03,3.88E+03,4.03E+03,3.84E+03,4.04E+03,3.84E+03,4.04E+03,3.87E+03,4.06E+03,3.88E+03,4.01E+03,3.87E+03,4.06E+03,3.86E+03,4.00E+03,3.85E+03,4.02E+03,3.90E+03,4.06E+03,3.86E+03,4.02E+03,3.85E+03,3.99E+03,4.83E+03
4.02E+03,3.88E+03,4.03E+03,3.83E+03,4.05E+03,3.83E+03,4.09E+03,3.90E+03,4.05E+03,3.88E+03,4.01E+03,3.87E+03,4.04E+03,3.84E+03,4.01E+03,3.86E+03,3.99E+03,3.89E+03,4.06E+03,3.89E+03,4.02E+03,3.86E+03,4.00E+03,4.83E+03
4.08E+03,3.86E+03,4.06E+03,3.85E+03,4.05E+03,3.84E+03,4.08E+03,3.89E+03,4.07E+03,3.87E+03,4.05E+03,3.87E+03,4.06E+03,3.85E+03,4.06E+03,3.87E+03,4.05E+03,3.86E+03,4.10E+03,3.88E+03,4.02E+03,3.86E+03,4.02E+03,4.85E+03
4.06E+03,3.88E+03,4.05E+03,3.85E+03,4.05E+03,3.86E+03,4.07E+03,3.89E+03,4.09E+03,3.87E+03,4.05E+03,3.86E+03,4.07E+03,3.85E+03,4.04E+03,3.89E+03,4.04E+03,3.90E+03,4.10E+03,3.90E+03,4.04E+03,3.87E+03,4.02E+03,4.84E+03
4.10E+03,3.90E+03,4.10E+03,3.86E+03,4.08E+03,3.83E+03,4.10E+03,3.88E+03,4.10E+03,3.88E+03,4.07E+03,3.89E+03,4.10E+03,3.87E+03,4.06E+03,3.85E+03,4.06E+03,3.87E+03,4.11E+03,3.90E+03,4.06E+03,3.85E+03,4.05E+03,4.86E+03
4.08E+03,3.93E+03,4.09E+03,3.86E+03,4.07E+03,3.87E+03,4.10E+03,3.89E+03,4.10E+03,3.88E+03,4.05E+03,3.88E+03,4.10E+03,3.81E+03,4.08E+03,3.84E+03,4.05E+03,3.88E+03,4.12E+03,3.85E+03,4.04E+03,3.84E+03,4.03E+03,4.88E+03
4.11E+03,3.88E+03,4.10E+03,3.88E+03,4.07E+03,3.87E+03,4.10E+03,3.86E+03,4.11E+03,3.90E+03,4.05E+03,3.85E+03,4.11E+03,3.85E+03,4.09E+03,3.84E+03,4.08E+03,3.89E+03,4.12E+03,3.86E+03,4.04E+03,3.89E+03,4.04E+03,4.95E+03
4.11E+03,3.90E+03,4.08E+03,3.86E+03,4.10E+03,3.87E+03,4.10E+03,3.87E+03,4.11E+03,3.89E+03,4.09E+03,3.89E+03,4.14E+03,3.84E+03,4.06E+03,3.85E+03,4.08E+03,3.89E+03,4.15E+03,3.89E+03,4.08E+03,3.86E+03,4.03E+03,5.00E+03
4.10E+03,3.88E+03,4.09E+03,3.84E+03,4.10E+03,3.85E+03,4.12E+03,3.86E+03,4.15E+03,3.87E+03,4.07E+03,3.89E+03,4.12E+03,3.85E+03,4.08E+03,3.84E+03,4.10E+03,3.87E+03,4.11E+03,3.86E+03,4.08E+03,3.86E+03,4.07E+03,5.05E+03
4.13E+03,3.89E+03,4.13E+03,3.84E+03,4.10E+03,3.85E+03,4.12E+03,3.86E+03,4.15E+03,3.86E+03,4.11E+03,3.86E+03,4.14E+03,3.83E+03,4.10E+03,3.84E+03,4.12E+03,3.86E+03,4.15E+03,3.87E+03,4.07E+03,3.83E+03,4.10E+03,5.06E+03
4.14E+03,3.86E+03,4.13E+03,3.87E+03,4.13E+03,3.86E+03,4.16E+03,3.87E+03,4.16E+03,3.89E+03,4.13E+03,3.87E+03,4.15E+03,3.82E+03,4.10E+03,3.85E+03,4.10E+03,3.90E+03,4.16E+03,3.88E+03,4.09E+03,3.86E+03,4.09E+03,5.06E+03
4.15E+03,3.90E+03,4.14E+03,3.83E+03,4.15E+03,3.89E+03,4.19E+03,3.89E+03,4.22E+03,3.88E+03,4.12E+03,3.91E+03,4.18E+03,3.85E+03,4.14E+03,3.83E+03,4.16E+03,3.89E+03,4.19E+03,3.89E+03,4.15E+03,3.90E+03,4.12E+03,5.05E+03
4.15E+03,3.87E+03,4.15E+03,3.83E+03,4.16E+03,3.82E+03,4.18E+03,3.88E+03,4.20E+03,3.86E+03,4.10E+03,3.90E+03,4.15E+03,3.84E+03,4.14E+03,3.82E+03,4.15E+03,3.89E+03,4.17E+03,3.88E+03,4.16E+03,3.85E+03,4.12E+03,5.11E+03
4.20E+03,3.90E+03,4.18E+03,3.83E+03,4.17E+03,3.86E+03,4.23E+03,3.89E+03,4.24E+03,3.89E+03,4.19E+03,3.87E+03,4.18E+03,3.85E+03,4.16E+03,3.82E+03,4.18E+03,3.89E+03,4.22E+03,3.88E+03,4.17E+03,3.88E+03,4.14E+03,5.14E+03
4.22E+03,3.89E+03,4.18E+03,3.85E+03,4.19E+03,3.86E+03,4.27E+03,3.87E+03,4.23E+03,3.89E+03,4.19E+03,3.88E+03,4.21E+03,3.84E+03,4.17E+03,3.85E+03,4.21E+03,3.91E+03,4.24E+03,3.87E+03,4.20E+03,3.89E+03,4.16E+03,5.14E+03
4.22E+03,3.91E+03,4.22E+03,3.86E+03,4.23E+03,3.88E+03,4.24E+03,3.87E+03,4.28E+03,3.87E+03,4.22E+03,3.86E+03,4.24E+03,3.84E+03,4.19E+03,3.87E+03,4.19E+03,3.89E+03,4.22E+03,3.86E+03,4.23E+03,3.89E+03,4.19E+03,5.16E+03
4.21E+03,3.91E+03,4.24E+03,3.87E+03,4.25E+03,3.88E+03,4.29E+03,3.88E+03,4.33E+03,3.88E+03,4.26E+03,3.88E+03,4.27E+03,3.84E+03,4.24E+03,3.88E+03,4.25E+03,3.87E+03,4.28E+03,3.88E+03,4.25E+03,3.87E+03,4.20E+03,5.13E+03
4.24E+03,3.91E+03,4.22E+03,3.86E+03,4.24E+03,3.87E+03,4.34E+03,3.90E+03,4.33E+03,3.89E+03,4.25E+03,3.91E+03,4.27E+03,3.85E+03,4.23E+03,3.88E+03,4.28E+03,3.92E+03,4.26E+03,3.86E+03,4.25E+03,3.88E+03,4.19E+03,5.15E+03
4.26E+03,3.91E+03,4.25E+03,3.87E+03,4.27E+03,3.86E+03,4.33E+03,3.87E+03,4.40E+03,3.86E+03,4.31E+03,3.92E+03,4.32E+03,3.86E+03,4.30E+03,3.86E+03,4.31E+03,3.91E+03,4.32E+03,3.90E+03,4.30E+03,3.88E+03,4.23E+03,5.22E+03
4.26E+03,3.90E+03,4.28E+03,3.83E+03,4.30E+03,3.86E+03,4.34E+03,3.87E+03,4.41E+03,3.86E+03,4.30E+03,3.90E+03,4.33E+03,3.85E+03,4.30E+03,3.84E+03,4.31E+03,3.87E+03,4.32E+03,3.89E+03,4.34E+03,3.87E+03,4.27E+03,5.32E+03
4.35E+03,3.91E+03,4.34E+03,3.84E+03,4.33E+03,3.85E+03,4.39E+03,3.90E+03,4.45E+03,3.88E+03,4.32E+03,3.88E+03,4.36E+03,3.84E+03,4.34E+03,3.86E+03,4.35E+03,3.93E+03,4.37E+03,3.87E+03,4.37E+03,3.86E+03,4.29E+03,5.36E+03
4.32E+03,3.91E+03,4.33E+03,3.85E+03,4.38E+03,3.84E+03,4.43E+03,3.89E+03,4.47E+03,3.89E+03,4.39E+03,3.87E+03,4.37E+03,3.82E+03,4.36E+03,3.85E+03,4.39E+03,3.90E+03,4.39E+03,3.90E+03,4.39E+03,3.86E+03,4.34E+03,5.43E+03
4.36E+03,3.92E+03,4.35E+03,3.84E+03,4.42E+03,3.86E+03,4.45E+03,3.92E+03,4.51E+03,3.89E+03,4.43E+03,3.86E+03,4.40E+03,3.85E+03,4.39E+03,3.84E+03,4.41E+03,3.93E+03,4.41E+03,3.90E+03,4.41E+03,3.86E+03,4.38E+03,5.47E+03
4.39E+03,3.90E+03,4.40E+03,3.87E+03,4.43E+03,3.85E+03,4.52E+03,3.88E+03,4.55E+03,3.88E+03,4.44E+03,3.88E+03,4.45E+03,3.84E+03,4.45E+03,3.83E+03,4.48E+03,3.90E+03,4.46E+03,3.85E+03,4.43E+03,3.85E+03,4.40E+03,5.64E+03
4.42E+03,3.92E+03,4.43E+03,3.85E+03,4.48E+03,3.89E+03,4.55E+03,3.91E+03,4.62E+03,3.89E+03,4.48E+03,3.90E+03,4.47E+03,3.86E+03,4.48E+03,3.86E+03,4.50E+03,3.92E+03,4.49E+03,3.87E+03,4.52E+03,3.90E+03,4.43E+03,5.89E+03
4.48E+03,3.91E+03,4.43E+03,3.87E+03,4.51E+03,3.86E+03,4.57E+03,3.92E+03,4.63E+03,3.86E+03,4.53E+03,3.87E+03,4.49E+03,3.88E+03,4.50E+03,3.82E+03,4.56E+03,3.92E+03,4.53E+03,3.84E+03,4.56E+03,3.84E+03,4.48E+03,6.17E+03
4.46E+03,3.91E+03,4.49E+03,3.86E+03,4.55E+03,3.84E+03,4.60E+03,3.92E+03,4.68E+03,3.86E+03,4.57E+03,3.87E+03,4.55E+03,3.84E+03,4.52E+03,3.86E+03,4.58E+03,3.92E+03,4.54E+03,3.88E+03,4.59E+03,3.87E+03,4.51E+03,6.36E+03
4.55E+03,3.92E+03,4.52E+03,3.88E+03,4.59E+03,3.82E+03,4.65E+03,3.91E+03,4.73E+03,3.88E+03,4.59E+03,3.88E+03,4.60E+03,3.84E+03,4.59E+03,3.85E+03,4.62E+03,3.92E+03,4.62E+03,3.88E+03,4.61E+03,3.87E+03,4.53E+03,6.42E+03
4.57E+03,3.94E+03,4.53E+03,3.85E+03,4.60E+03,3.87E+03,4.74E+03,3.91E+03,4.77E+03,3.88E+03,4.62E+03,3.88E+03,4.65E+03,3.88E+03,4.58E+03,3.88E+03,4.66E+03,3.92E+03,4.65E+03,3.87E+03,4.63E+03,3.89E+03,4.56E+03,6.46E+03
4.62E+03,3.91E+03,4.59E+03,3.84E+03,4.65E+03,3.86E+03,4.75E+03,3.90E+03,4.83E+03,3.85E+03,4.68E+03,3.91E+03,4.72E+03,3.86E+03,4.65E+03,3.85E+03,4.73E+03,3.93E+03,4.69E+03,3.88E+03,4.69E+03,3.91E+03,4.63E+03,6.51E+03
4.63E+03,3.91E+03,4.63E+03,3.86E+03,4.69E+03,3.85E+03,4.77E+03,3.91E+03,4.83E+03,3.88E+03,4.70E+03,3.88E+03,4.73E+03,3.85E+03,4.70E+03,3.88E+03,4.73E+03,3.94E+03,4.74E+03,3.89E+03,4.71E+03,3.89E+03,4.65E+03,6.62E+03
4.71E+03,3.95E+03,4.69E+03,3.86E+03,4.74E+03,3.86E+03,4.82E+03,3.94E+03,4.91E+03,3.89E+03,4.72E+03,3.91E+03,4.83E+03,3.85E+03,4.71E+03,3.86E+03,4.77E+03,3.92E+03,4.81E+03,3.89E+03,4.74E+03,3.88E+03,4.68E+03,6.68E+03
4.75E+03,3.96E+03,4.76E+03,3.84E+03,4.79E+03,3.85E+03,4.87E+03,3.92E+03,4.92E+03,3.91E+03,4.75E+03,3.92E+03,4.89E+03,3.87E+03,4.78E+03,3.85E+03,4.82E+03,3.94E+03,4.88E+03,3.89E+03,4.79E+03,3.89E+03,4.73E+03,6.73E+03
4.81E+03,3.96E+03,4.80E+03,3.87E+03,4.83E+03,3.88E+03,4.92E+03,3.94E+03,5.02E+03,3.90E+03,4.80E+03,3.91E+03,4.93E+03,3.86E+03,4.82E+03,3.86E+03,4.87E+03,3.94E+03,4.93E+03,3.88E+03,4.82E+03,3.88E+03,4.74E+03,6.79E+03
4.83E+03,3.95E+03,4.82E+03,3.87E+03,4.86E+03,3.87E+03,4.96E+03,3.94E+03,5.05E+03,3.87E+03,4.84E+03,3.87E+03,5.00E+03,3.85E+03,4.86E+03,3.86E+03,4.93E+03,3.95E+03,4.99E+03,3.89E+03,4.85E+03,3.86E+03,4.81E+03,6.81E+03
4.93E+03,3.95E+03,4.89E+03,3.88E+03,4.93E+03,3.87E+03,5.03E+03,3.91E+03,5.12E+03,3.88E+03,4.89E+03,3.89E+03,5.10E+03,3.86E+03,4.93E+03,3.88E+03,5.01E+03,3.97E+03,5.06E+03,3.89E+03,4.93E+03,3.89E+03,4.89E+03,6.83E+03
4.99E+03,3.96E+03,4.94E+03,3.85E+03,4.98E+03,3.87E+03,5.08E+03,3.95E+03,5.14E+03,3.90E+03,4.94E+03,3.90E+03,5.17E+03,3.84E+03,4.97E+03,3.87E+03,4.98E+03,3.98E+03,5.15E+03,3.87E+03,4.96E+03,3.91E+03,4.92E+03,6.83E+03
5.01E+03,3.97E+03,5.00E+03,3.86E+03,5.01E+03,3.90E+03,5.13E+03,3.93E+03,5.22E+03,3.87E+03,4.94E+03,3.89E+03,5.24E+03,3.86E+03,5.02E+03,3.86E+03,5.02E+03,3.96E+03,5.23E+03,3.89E+03,4.99E+03,3.89E+03,4.96E+03,6.83E+03
5.06E+03,3.96E+03,5.08E+03,3.87E+03,5.06E+03,3.86E+03,5.18E+03,3.94E+03,5.25E+03,3.88E+03,5.01E+03,3.91E+03,5.31E+03,3.85E+03,5.06E+03,3.88E+03,5.07E+03,3.97E+03,5.28E+03,3.89E+03,5.03E+03,3.89E+03,5.02E+03,6.79E+03
5.14E+03,3.98E+03,5.10E+03,3.86E+03,5.09E+03,3.88E+03,5.21E+03,3.94E+03,5.32E+03,3.90E+03,5.04E+03,3.92E+03,5.42E+03,3.86E+03,5.11E+03,3.86E+03,5.15E+03,3.96E+03,5.33E+03,3.91E+03,5.06E+03,3.91E+03,5.01E+03,6.74E+03
5.22E+03,3.96E+03,5.17E+03,3.88E+03,5.17E+03,3.85E+03,5.27E+03,3.92E+03,5.36E+03,3.88E+03,5.06E+03,3.91E+03,5.46E+03,3.86E+03,5.10E+03,3.86E+03,5.20E+03,3.95E+03,5.42E+03,3.85E+03,5.10E+03,3.89E+03,5.07E+03,6.67E+03
5.23E+03,3.96E+03,5.20E+03,3.86E+03,5.17E+03,3.85E+03,5.29E+03,3.91E+03,5.40E+03,3.91E+03,5.08E+03,3.88E+03,5.56E+03,3.87E+03,5.13E+03,3.85E+03,5.25E+03,3.94E+03,5.45E+03,3.87E+03,5.14E+03,3.88E+03,5.10E+03,6.69E+03
5.30E+03,3.96E+03,5.29E+03,3.85E+03,5.26E+03,3.85E+03,5.35E+03,3.95E+03,5.47E+03,3.87E+03,5.17E+03,3.92E+03,5.64E+03,3.84E+03,5.22E+03,3.87E+03,5.29E+03,3.99E+03,5.55E+03,3.89E+03,5.19E+03,3.87E+03,5.18E+03,6.81E+03
